timer_flows,timer_fwd_nograd,timer_fwd,timer_bwd,res_flows,alloc_flows,res_fwd_nograd,alloc_fwd_nograd,res_fwd,alloc_fwd,res_bwd,alloc_bwd,total_params,macs,fwdbwd_mem,trainable_params,task
0.00037283904384821653,0.5219711000099778,0.30432905099587515,1.1443593709846027,0.0859375,0.06931161880493164,1.28515625,0.08298349380493164,14.330078125,0.08298349380493164,14.779296875,0.14584779739379883,12.786919,190.949771728,17.109062272,12.786919,deno
